+1	Things to Come is an historic film. Along with Metropolis (1927), it stands as one of the first great science fiction spectacles. It is also one of the first doomsday movies. It is remarkable how the filmmakers predict the start of the Second World War within a year, and even, in a subtle way, the year it would end in the real world. But then the film departs from reality, depicting a world ravaged by war (only substitute poison gas for nuclear weapons which of course did not exist in 1936).<br /><br />The last half hour of the film is an incredible sight, making groundbreaking use of models and matte paintings -- later to become staples of the science fiction genre. It is sad that, after Things to Come, Sci-fi would become identified with cheaply made b-movies, a stereotype that wouldn't be broken until 2001:A Space Odyssey more than 30 years later. If they'd stuck with the quality of the effects in this film, things would have been very different in Hollywood. <br /><br />Raymond Massey and some of his co-stars play multiple roles in this film, to good effect. Massey plays a great "Doctor Who"-like role as a pilot from an advanced (for 1970) civilization who tries to win over the populace of a devastated country ruled by a simple-minded warlord (a very effective performance by Ralph Richardson). Ultimately, the storyline covers 100 years. But that's a big problem with this film -- there really isn't a cohesive storyline.<br /><br />Perhaps in such an episodic film -- somewhat reminiscent of Intolerance, actually -- it's hard to have a conventional plot, but I felt more could have been made of the material, and although the visuals in the final third of the picture are indeed stunning and worth the price of admission ... the plot is nonexistent and the movie itself suddenly ends just as it is getting interesting. Maybe the producers were thinking of another future sci-fi innovation: a sequel?<br /><br />Things to Come is a film every serious sci-fi buff should see at least once. Unlike Metropolis, however, it might not bear repeated viewings. #EOF
-1	And thats about all that is. This thing is slow. The actors have ability, they just don't seem motivated to put forth the effort. The plot isn't that great and is hampered further by the aforementioned slowness of it all. The accents, when there are any, are British. Uh, lots of these folks are supposed to be Danes. OK, OK, accents aren't that important. But language is. I don't think they used words like "yeah" and "OK" in Beowulf's day. And that supposedly way cool weapon his king gave him? Did he ever reload that thing? Did he ever sight it in? Or was Beowulf just that bad an aim? Well, his aim did at least match the computer graphics used in generating the monsters. Those were rather off too. Bad special effects. Bright spot? Just one that I can think of. Marina Sirtis has held up well over the years. #EOF
-1	This show made me feel physically sick, and totally detached from British society as a whole. It was programmes such as this and Blue Peter that pretended that there were/are no class divisions in Britain. They'd always say things like; "Go into your loft and you may find this.." or "Go into your back garden tonight and..." - what about us 'scummy' working class kids who never never had a "loft", and a "back garden" which was nothing more than a 1 meter square of balcony on the 14th floor of a council block? Public service broadcasting - yeah right! And on top of that, it was awfully depressing to see those stupid, middle class, up-their-own-backside kids mess about with bits of old plastic having 'fun'... do me a favour, and "why don't you" go and slit your wrists or do a coke overdose on "Mama and Papa's" money... you make me sick #EOF
-1	I am a huge Ziyi Zhang fan and will go to any film to see her which is what took me to Purple Butterfly. As much as I wanted to like this movie, I have to agree with many others who have commented on it. It is very confusing and also extremely slow. Because all of the film appears to have been shot with a hand held camera, significant portions of it are out of focus. <br /><br />The film has very little dialog and what there is doesn't tell you much. There are endless scenes of people just standing around smoking cigarettes or sitting in a room staring at each other with no conversation. The way the film time shifts is also very confusing and hard to follow. Even having read a number of reviews beforehand and having a general idea what the film was about, I still had a difficult time understanding what was going on. <br /><br />I knew beforehand that the movie was not remotely similar to previous Ziyi Zhang starring films but was looking forward to seeing her in something different but unfortunately I was ultimately disappointed. She never smiles in this film although admittedly most of the time she doesn't have anything to smile about. I could have done without the sex scenes as they were about as sexless and without any obvious feeling between the participants as you could hope to find. #EOF
-1	We brought this film as a joke for a friend, and could of been our worst joke to play. The film is barely watchable, and the acting is dire. The worst child actor ever used and Hasslehoff giving a substandard performance. The plot is disgraceful and at points we was so bored we was wondering what the hell was going on. It tries to be gruesome in places but is just laughable.<br /><br />Just terrible #EOF
-1	I grew up on the 'Superman II' theatrical version ("S2T") and as a kid, I loved it more than Part I since not only did it contain more Superman and three Superman-type villains, it started off with a bang  the best Clark Kent to Superman transformations and rescue scenes. Kids no longer had to impatiently wait for Superman to appear on screen, as in part I. Now as an adult, I can see how the mighty had fallen with S2T (See: my review.) I've always heard of the back-story on how they prematurely and unjustifiably fired the original's director, Richard Donner from part II. (It must have been a rarity back then to film two separate movies simultaneously, now it's common: 'Back to the Future' and 'Matrix' 2 & 3 for example.) Unfortunately, after finally seeing the Richard Donner Cut (or, "S2RD") I still can't fully recommend it. Gone, was the great Superman change scene, the entire Paris rescue, as was the wonderful recap of part I in S2T's opening. In fact, they all but wrote the words: "Previously on Superman" in S2RD. The special effects weren't great in either Part I or S2T , but S2RD, they were mostly downright laughable  such as Lois falling from the Daily Planet window. I will admit, some new scenes worked and some they took out were welcomed departures, such as any scene in the "honeymoon suite." Overall, if you grew up on S2T as I did, and loved it as a child  not nitpicking as I do as an adult, you should absolutely see S2RD as it's almost a brand new childhood experience with dozens of new scenes. (Spoiler alert) Unfortunately, the worst change comes last: gone was also the weird amnesia kiss from S2T replaced with the exact same ending as 'I.' This is not only a lazy, unoriginal copout, it doesn't make sense on why Clark would go back to that diner, if those events never actually happened. And will he continue to "turn back time" for every confrontation? #EOF
-1	A warning to potential viewers: if you are looking for an adaptation of the classic story "The Most Dangerous Game," look elsewhere. "Seven Women for Satan"<br /><br />only superficially addresses the original work by using the name of Zaroff and having said character murder people.<br /><br />Some of what follows might be considered by some to be spoilers. Or not.<br /><br />Boris Zaroff is played by writer/director Michel Lemoine. Whereas his ancestor hunted men because they were the only prey that were truly challenging, Boris' victims are usually in a position where they cannot defend themselves. The film rambles from scene to scene with a near-total lack of clarity. The director seems to have totally disregarded pacing and left the viewer with a suffocatingly dull film. A few individual scenes are mildly interesting (such as a torture rack sequence), but as a unit, the film fails to entertain. Viewers who are more<br /><br />interested in an assortment of attractive and semi-attractive actresses in various stages of undress might find the film watchable. Most will probably find their time is better spent watching Mentos commercials.<br /><br />In a side note, the DVD extras included a fair amount of information on the film's history. Apparently, it was banned for several years in its native France which pretty much ruined any chance it had for widespread distribution. #EOF
-1	I actually had hopes for this movie since I've seen Kari in a few other things and think she has some talent. Alas, this dud is a case study in what not to do in a screenplay. Completely undefined characters without a shred of likeability, and no plot whatsoever. Is it a road/buddy/comedy/thriller/romance/drama? The filmmakers don't have a clue, and neither do we. #EOF
+1	There can be no denying that Hak Se Wui (Election in English) is a well made and well thought out film. The film uses numerous clever pieces of identification all the time playing with modernity yet sticking to tradition  a theme played with throughout the film Where John Woo's Hong Kong films are action packed and over the top in their explosive content as seen in Hard Boiled (1992) and when Hong Kong films do settle down into rhythms of telling the story from the 'bad' point of view, they can sometimes stutter and just become merely unmemorable, a good example being City on Fire (1987).<br /><br />Election is a film that is memorable for the sheer fact of its unpredictable scenes, spontaneous action and violence that are done in a realistic and tasteful (if that's the right word) manner as well as the clever little 'in pieces' of film-making. It's difficult to spot during the viewing but Election is really constructed in a kind of three act structure: there is the first point of concern involving the actual election and whoever is voted in is voted in  not everyone likes the decision but what the Uncles say, goes. The second act is the retrieving of the ancient baton from China that tradition demands must be present during the inauguration with the final third the aftermath of the inauguration and certain characters coming up with their own ideas on how the Triads should and could be run. Needless to say; certain events and twists occur during each of the three thirds, some are small and immaterial whereas some are much larger and spectacular.<br /><br />Election does have some faults with the majority coming in the opening third. Trying to kill off time surrounding an election that only takes a few minutes to complete was clearly a hard task for the writers and filmmakers and that shows at numerous points. I got the feeling that a certain scene was just starting to go somewhere before it was interrupted by the police and then everyone gets arrested. This happens a few times: a fight breaks out in a restaurant but the police are there and everyone is arrested; there's a secret meeting about the baton between the Triads but the police show up and everyone gets arrested; some other Triads are having a pre-election talk but the police show up and guess what? You know.<br /><br />Once the film gets out of that rut that I thought it would, it uses a sacred baton as a plot device to get everybody moving. The baton spawns some good fight scenes such as the chasing of a truck after it's been hotwired, another chase involving a motorbike and a kung-fu fight with a load of melee weapons in a street  the scenes are unpredictable, realistic and violent but like I said, they are in a 'tasteful' manner. Where Election really soars is its attention to that fine detail. When the Triads are in jail, the bars are covered with wire suggesting they're all animals in cages as that's how they behave on the outside when in conflict. Another fine piece of attention to detail is the way the Uncles toast using tea and not alcohol, elevating themselves above other head gangsters who'd use champagne (The Long Good Friday) and also referencing Chinese tradition of drinking tea to celebrate or commemorate.<br /><br />Election is a good film that is structured well enough to enjoy and a film that has fantastic mise-en-scene as you look at what's going on. Some of the indoor settings and the clothing as well as the buckets of style that is poured on as the search and chase for the baton intensifies. The inauguration is like another short film entirely and very well integrated into the film; hinting at Chinese tradition in the process. I feel the best scene is the ending scene as it sums it up perfectly: two shifty characters fishing and debating the ruling of the Triads all the while remaining realistic, unpredictable and violent: in a tasteful manner, of course. #EOF
+1	I absolutely love this show, but I saw the second episode first. After watching the first episode I could see why people were turned off at first. The first episode's humor is not the best, and they struggle to properly start the series. However, I still like the light and humorous attitude of the show. The characters develop much more after the episode and become truly enjoyable characters. As a first episode, it really doesn't accurately represent the rest of the show which is really quite good. The episode is not bad by any means, but as the show progresses it becomes better and better, so watch more episodes before passing any judgement on the quality of the show. #EOF
